first_name,last_name,plays,gender,country,age,DOB,height,weight,current_singles,highest_singles,current_doubles,highest_doubles,singles_main_tournmaents,singles_lower_tournaments,doubles_main_tournaments,doubles_lower_tournaments,wins_singles,losses_singles,total_singles,References
బోలనోస్ బోలనోస్,మాన్యువల్,కుడి,పురుషుడు,స్పెయిన్,36,25. 2. 1986,,,,1473,,1513,0,0,0,0,1,3,,https://www.tennisexplorer.com/list-players/?country=spain
బోనెట్డే,గోస్పెర్తేడుఆల్డో,కుడి,పురుషుడు,స్పెయిన్,34,7. 1. 1988,,,,749,,1203,0,0,0,0,6,10,,https://www.tennisexplorer.com/list-players/?country=spain
బొర్రాస్,ఇంసెర్న్జోఅం బి,కుడి,పురుషుడు,స్పెయిన్,23,22. 5. 1999,,,,1747,,1770,0,0,0,0,2,6,,https://www.tennisexplorer.com/list-players/?country=spain
బౌఅలమెడ,ఫ్రాన్సిస్కో,కుడి,పురుషుడు,స్పెయిన్,43,27. 1. 1979,,,,1418,,1297,0,0,0,0,0,3,,https://www.tennisexplorer.com/list-players/?country=spain
బ్రుగ్యురా,సెర్గి,కుడి,పురుషుడు,స్పెయిన్,51,16. 1. 1971,,,,20,,718,0,2,0,2,3,2,,https://www.tennisexplorer.com/list-players/?country=spain
బ్రూగ్యూస్దావి,అర్నౌ,ఎడమ,పురుషుడు,స్పెయిన్,37,5. 3. 1985,183 cm,82 kg,,135,,238,0,17,0,17,25,38,,https://www.tennisexplorer.com/list-players/?country=spain
బురిల్లో,జోర్డి,కుడి,పురుషుడు,స్పెయిన్,49,7. 12. 1972,,,,84,,100,0,2,0,2,7,12,,https://www.tennisexplorer.com/list-players/?country=spain
బర్నియోల్ బర్నియోల్,గిల్లెం,కుడి,పురుషుడు,స్పెయిన్,38,14. 8. 1983,,,,391,,371,0,4,0,4,9,14,,https://www.tennisexplorer.com/list-players/?country=spain
బురిజాలోపెజ్,ఆస్కార్,కుడి,పురుషుడు,స్పెయిన్,46,22. 7. 1975,170 cm,66 kg,,140,,306,0,3,0,3,29,53,,https://www.tennisexplorer.com/list-players/?country=spain
కాబల్లెరో,ఇవాన్,కుడి,పురుషుడు,స్పెయిన్,41,2. 5. 1981,,,,761,,1443,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
కాబల్లెరో కాబల్లెరో,డేవిడ్,కుడి,పురుషుడు,స్పెయిన్,47,14. 11. 1974,,,,195,,307,0,0,0,0,17,25,,https://www.tennisexplorer.com/list-players/?country=spain
కాబ్రేరా,ఫెర్నాండో,కుడి,పురుషుడు,స్పెయిన్,42,11. 7. 1979,,,,1196,,749,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
కాజిగల్,అల్వారో,కుడి,పురుషుడు,స్పెయిన్,30,30. 1. 1992,,,,1566,,1162,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
కలత్రవా,అలెక్స్,కుడి,పురుషుడు,స్పెయిన్,48,14. 6. 1973,,,,46,,110,1,3,1,3,51,68,,https://www.tennisexplorer.com/list-players/?country=spain
కాల్డెరాన్ కాల్డెరాన్,కార్లోస్,కుడి,పురుషుడు,స్పెయిన్,34,19. 3. 1988,,,,545,,338,0,0,0,0,17,10,,https://www.tennisexplorer.com/list-players/?country=spain
కాల్డెస్,జైమ్,కుడి,పురుషుడు,స్పెయిన్,21,22. 2. 2001,,,,1378,2329,1385,0,0,0,0,2,6,,https://www.tennisexplorer.com/list-players/?country=spain
కాల్వో,ఎమాన్ ఎమాన్,కుడి,పురుషుడు,స్పెయిన్,26,10. 3. 1996,,,,1315,,1390,0,0,0,0,4,5,,https://www.tennisexplorer.com/list-players/?country=spain
కాల్వో,మారియో,కుడి,పురుషుడు,స్పెయిన్,38,16. 1. 1984,,,,1517,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
కాండెలాస్,జోస్యు,కుడి,పురుషుడు,స్పెయిన్,32,4. 10. 1989,,,,1415,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
కానోవాస్ కానోవాస్,పెడ్రో,కుడి,పురుషుడు,స్పెయిన్,42,3. 5. 1980,,,,362,,475,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
కనోవాస్మార్టోస్,మార్క్,కుడి,పురుషుడు,స్పెయిన్,43,14. 9. 1978,,,,525,,416,0,0,0,0,1,1,,https://www.tennisexplorer.com/list-players/?country=spain
కానడాస్ కానడాస్,డేవిడ్,కుడి,పురుషుడు,స్పెయిన్,39,1. 4. 1983,,,,516,,364,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=spain
కావో,పార్దల్ పార్దల్,కుడి,పురుషుడు,స్పెయిన్,19,16. 7. 2002,,,,1609,,,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=spain
కాపెల్,కార్లోస్,కుడి,పురుషుడు,స్పెయిన్,26,5. 7. 1995,,,,1894,,,0,0,0,0,1,3,,https://www.tennisexplorer.com/list-players/?country=spain
కార్బొనెల్,తోమస్,కుడి,పురుషుడు,స్పెయిన్,53,7. 8. 1968,,,,165,,32,1,0,1,0,98,87,,https://www.tennisexplorer.com/list-players/?country=spain
కరాస్కో,జువాన్ జువాన్,ఎడమ,పురుషుడు,స్పెయిన్,47,9. 7. 1974,,,,645,,61,0,0,0,0,149,142,,https://www.tennisexplorer.com/list-players/?country=spain
కారెటెరోడియాజ్,రాబర్టో,కుడి,పురుషుడు,స్పెయిన్,46,30. 8. 1975,,,,174,,707,1,2,1,2,2,9,,https://www.tennisexplorer.com/list-players/?country=spain
కారిల్ కారిల్,ఎస్టేబాన్,కుడి,పురుషుడు,స్పెయిన్,45,24. 5. 1977,,,,466,,291,0,1,0,1,3,5,,https://www.tennisexplorer.com/list-players/?country=spain
కారిల్లో,ఫ్రాన్సిస్కో,కుడి,పురుషుడు,స్పెయిన్,40,19. 5. 1982,,,,1351,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
కాసాబో,మార్క్,కుడి,పురుషుడు,స్పెయిన్,44,7. 10. 1977,,,,1348,,1225,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
కాసాలారెంట్స్,మిగ్యుల్ మిగ్యుల్,కుడి,పురుషుడు,స్పెయిన్,43,17. 12. 1978,,,,1701,,1070,0,0,0,0,1,6,,https://www.tennisexplorer.com/list-players/?country=spain
కాస్క్వెరో,డేనియల్,కుడి,పురుషుడు,స్పెయిన్,45,24. 2. 1977,,,,806,,718,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
కాస్టెల్లానోస్మిగ్యుల్,కార్లోస్,కుడి,పురుషుడు,స్పెయిన్,46,18. 5. 1976,,,,428,,376,0,0,0,0,1,2,,https://www.tennisexplorer.com/list-players/?country=spain
కాస్టెల్లాన్,గ్వాష్సెర్గియో,కుడి,పురుషుడు,స్పెయిన్,25,16. 12. 1996,,,,1259,,1170,0,0,0,0,12,25,,https://www.tennisexplorer.com/list-players/?country=spain
కాస్టిలన్ కాస్టిలన్,ఆస్కార్,కుడి,పురుషుడు,స్పెయిన్,35,29. 10. 1986,,,,1297,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
కాటలావెలాస్కో,డేవిడ్,కుడి,పురుషుడు,స్పెయిన్,32,9. 12. 1989,,,,1702,,716,0,0,0,0,2,2,,https://www.tennisexplorer.com/list-players/?country=spain
సెలార్డ్ సెలార్డ్,గిల్లెర్మో,కుడి,పురుషుడు,స్పెయిన్,37,13. 7. 1984,,,,1707,,1638,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=spain
సెంబెల్లిన్,ప్రిటో ప్రిటో,కుడి,పురుషుడు,స్పెయిన్,25,21. 4. 1997,,,,1073,,1361,0,0,0,0,5,8,,https://www.tennisexplorer.com/list-players/?country=spain
సీజర్,పోర్రాస్ పోర్రాస్,#VALUE!,పురుషుడు,స్పెయిన్,,,,,,1103,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
చెకాకాల్వో,జోస్,కుడి,పురుషుడు,స్పెయిన్,37,2. 4. 1985,191 cm,85 kg,,230,,266,0,21,0,21,56,60,,https://www.tennisexplorer.com/list-players/?country=spain
చివాఆంటోన్,మార్క్,కుడి,పురుషుడు,స్పెయిన్,34,20. 8. 1987,,,,1473,,1688,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
క్లార్ క్లార్,పెడ్రో,కుడి,పురుషుడు,స్పెయిన్,36,23. 1. 1986,,,,237,,347,0,11,0,11,12,13,,https://www.tennisexplorer.com/list-players/?country=spain
క్లావెట్,ఫ్రాన్సిస్కో,ఎడమ,పురుషుడు,స్పెయిన్,53,24. 10. 1968,183 cm,71 kg,,21,,435,7,0,7,0,3,10,,https://www.tennisexplorer.com/list-players/?country=spain
క్లయిమెంట్,గ్రెగోరిపాకో,కుడి,పురుషుడు,స్పెయిన్,23,2. 10. 1998,,,,1075,,878,0,0,0,0,22,27,,https://www.tennisexplorer.com/list-players/?country=spain
క్లోసపున్సర్నౌ,గిల్లెం,కుడి,పురుషుడు,స్పెయిన్,33,12. 9. 1988,,,,1015,,1433,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=spain
కొల్ల్రిడావెట్స్,ఇగ్నాసియో,కుడి,పురుషుడు,స్పెయిన్,34,5. 9. 1987,,,,412,,282,0,3,0,3,3,7,,https://www.tennisexplorer.com/list-players/?country=spain
కొల్లాడో,కాస్టెల్స్ కాస్టెల్స్,కుడి,పురుషుడు,స్పెయిన్,27,23. 4. 1995,,,,1691,,,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=spain
కొల్లాడోకాస్టెల్స్,గిల్లెం,కుడి,పురుషుడు,స్పెయిన్,34,18. 5. 1988,,,,1116,,,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=spain
కాంప్టే,మార్క్,కుడి,పురుషుడు,స్పెయిన్,45,20. 8. 1976,,,,1487,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
కొండేజాక్సన్,మార్కోస్,కుడి,పురుషుడు,స్పెయిన్,40,24. 1. 1982,,,,738,,659,0,0,0,0,5,1,,https://www.tennisexplorer.com/list-players/?country=spain
కాండోర్ కాండోర్,ఫ్రాంక్,కుడి,పురుషుడు,స్పెయిన్,38,10. 1. 1984,,,,330,,574,0,3,0,3,2,5,,https://www.tennisexplorer.com/list-players/?country=spain
కాండోర్ కాండోర్,జోస్లూయిస్,కుడి,పురుషుడు,స్పెయిన్,42,22. 7. 1979,,,,864,,777,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
కార్నెలియోమార్టినెజ్,అల్బెర్టో,కుడి,పురుషుడు,స్పెయిన్,37,18. 7. 1984,,,,1194,,1697,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
కొరెట్జా,అలెక్స్,కుడి,పురుషుడు,స్పెయిన్,48,11. 4. 1974,180 cm,73 kg,,2,,61,16,0,16,0,42,48,,https://www.tennisexplorer.com/list-players/?country=spain
కోర్స్,డేవిడ్,కుడి,పురుషుడు,స్పెయిన్,41,18. 11. 1980,,,,750,,380,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
కోర్టెస్,అల్కరాజ్ఆరోన్,కుడి,పురుషుడు,స్పెయిన్,27,2. 11. 1994,180 cm,79 kg,,955,,976,0,0,0,0,31,72,,https://www.tennisexplorer.com/list-players/?country=spain
కొరుజో,ఉనై,కుడి,పురుషుడు,స్పెయిన్,38,6. 3. 1984,,,,1530,,1598,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
కాస్తా,ఆల్బర్ట్,కుడి,పురుషుడు,స్పెయిన్,46,25. 6. 1975,,,,6,,102,12,0,12,0,26,40,,https://www.tennisexplorer.com/list-players/?country=spain
కాస్తా,కార్లోస్,కుడి,పురుషుడు,స్పెయిన్,54,22. 4. 1968,,,,45,,338,0,3,0,3,0,3,,https://www.tennisexplorer.com/list-players/?country=spain
కోస్టాసోరియా,డేవిడ్,కుడి,పురుషుడు,స్పెయిన్,33,3. 1. 1989,,,,1646,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
కుడ్రాడో,కార్లోస్,కుడి,పురుషుడు,స్పెయిన్,38,1. 6. 1983,,,,228,,512,0,0,0,0,6,18,,https://www.tennisexplorer.com/list-players/?country=spain
కుల్లెర్ కుల్లెర్,మారియో,కుడి,పురుషుడు,స్పెయిన్,36,11. 4. 1986,,,,1160,,1190,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
క్యూన్కానవర్రో,కార్లోస్,కుడి,పురుషుడు,స్పెయిన్,33,22. 9. 1988,,,,943,,1202,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
డాచ్స్,అర్నౌ,కుడి,పురుషుడు,స్పెయిన్,30,6. 9. 1991,,,,1067,,844,0,0,0,0,0,1,,https://www.tennisexplorer.com/list-players/?country=spain
దే,లాటోర్రెశాంచెజ్ఫ్రాంక్స్జావిర్,కుడి,పురుషుడు,స్పెయిన్,34,11. 10. 1987,,,,1745,,,0,0,0,0,,,,https://www.tennisexplorer.com/list-players/?country=spain
